hotel,fooditems
alakapuri-kakkanad,"['fish curry', 'chicken', 'fish', 'appam']"
big-yellow-door-vijay-nagar-new-delhi,"['chilli chicken', 'tikka', 'sandwich', 'chicken wings', 'kebab', 'fish', 'coffeee', 'mayonnaise', 'white sauce', 'onion rings', 'pasta', 'chicken', 'pizzas', 'chicken pizza', 'cake']"
sandwichworkz-the-fusion-street-cafe-vastrapur,"['omelette', 'gravy', 'sandwich', 'chicken lollipop', 'chicken curry', 'chicken biryani', 'paneer', 'coffeee', 'the filling', 'chilli paneer', 'biryani', 'cake', 'chicken']"
mcs-lunchbox,['salad']
earthen-oven-candolim,"['dal fry', 'biryani']"
the-zaffran-ashok-nagar,"['chicken', 'paneer']"
persian-darbar-marol,"['mughlai', 'chicken', 'mutton', 'kebabs', 'kebab']"
sant�-spa-cuisine-koregaon-park,"['cake', 'karela chips', 'sandwich']"
canosa-kakkanad,['pizzas']
eatly-rs-puram,"['lamb', 'cake', 'gravy', 'chutney', 'sambar']"
biryani-centre-maligaon,"['kebabs', 'biryani', 'kebab']"
goila-butter-chicken-azad-nagar,"['chicken', 'chicken roll']"
new-anand-vatika-lalpur,['chicken']
mirch-masala-gorwa,"['lamb', 'tikka', 'chicken', 'dal fry']"
anandam-hathibarkala-salwala,"['peanut', 'kheer', 'paneer', 'chutney']"
qabil-e-tareef-pimple-saudagar,"['kebabs', 'mughlai', 'biryani', 'kebab']"
abs-absolute-barbecues-btm,"['cake', 'chicken', 'mutton']"
le-club-white-town,"['fish', 'chicken']"
the-indian-kaffe-express-white-town,"['omelette', 'chicken', 'sandwich']"
santas-fantasea-sector-1-salt-lake,"['lamb', 'coriander chicken', 'gravy', 'mutton', 'kebab', 'salad', 'momos', 'tikka', 'kheer', 'chilli chicken', 'mughlai', 'pepper mushroom', 'white sauce', 'cookie', 'biryani', 'cake', 'chicken', 'shrimps', 'fish', 'onion kheer']"
punjabi-chulha-1-agra-cantt,"['kadai paneer', 'chicken', 'dum aloo', 'paneer', 'biryani']"
malabar-restaurant-panaji,"['sambhar', 'chutney']"
rawat-mishthan-bhandar-restaurant-sindhi-camp,['chutney']
j-14-ulubari,"['tikka', 'kebab', 'chicken roll', 'chicken', 'kebabs', 'chutney']"
spice-route-dispur,['fish']
infinit-doora,"['tikka', 'chicken', 'biryani']"
the-brew-estate-sector-26,"['tikka', 'mutton', 'peanut', 'fish', 'paneer', 'coffeee', 'chicken', 'pizzas']"
percolator-coffee-house-maharani-peta-vizag,"['cake', 'pasta', 'pan cake', 'coffeee']"
kebabsville-sayaji-hotel-vijay-nagar,"['mughlai', 'kebabs', 'kebab']"
ratna-cafe-triplicane,"['pongal', 'sambar']"
super-donuts-sector-8,"['cake', 'chicken']"
yo-china-fraser-road-area,"['chicken', 'biryani', 'salad']"
punjab-grill-ambience-mall-gurgaon,"['lamb', 'tikka', 'mutton', 'kebab', 'fish', 'mughlai', 'paneer', 'kheer', 'biryani', 'cake', 'chicken', 'kebabs', 'chutney']"
villa-helena-white-town,"['pasta', 'chicken']"
incognito-restaurant-bar-cafe-baner,['chicken']
haji-darbar-panchavati,"['gravy', 'chicken', 'mughlai', 'biryani']"
kfc-kanka,['chicken']
malt-co-sector-22,['peanut']
cafe-mughal-hindpiri,['chicken']
lb2-lounge-white-town,"['pasta', 'chicken', 'fish']"
thinespo-kompally,"['cake', 'chicken']"
shosha-cafe-n-bar-sector-26,"['prawn curry', 'misal pav', 'chicken']"
uncles-chinese-koregaon-park,['chicken']
pashtun-sector-35,"['lamb', 'tikka', 'mutton', 'kebab', 'jeera rice', 'fish', 'mughlai', 'paneer', 'chicken', 'dum aloo']"
shree-ganesh-sagar-dharampeth,['sambar']
fsb-sizzle-steam-stir-dhantoli,"['pasta', 'white sauce', 'cake', 'kebab']"
bangalore-idli-karanpur,['sambhar']
ThatsYFood,"['tikka', 'gravy', 'mutton', 'kebab', 'fish', 'paneer', 'biryani', 'pasta', 'chicken']"
dominos-pizza-gomti-nagar,['pizzas']
10-biriyani-mandi-gandhipuram,"['lamb', 'coriander chicken', 'chicken', 'mutton', 'biryani']"
downtown-cafe-besant-nagar,"['sandwich', 'salad', 'coffeee', 'pasta', 'cake', 'chicken']"
mocha-dharampeth,"['fish', 'coffeee', 'pasta', 'cake', 'chicken pizza', 'pizzas', 'chicken']"
saut�ed-stories-koregaon-park,"['pasta', 'base sauce']"
amritsari-kulcha-hub-sector-9,['paneer']
kitchen-indira-nagar,"['mughlai', 'paneer']"
the-red-box-nungambakkam,['momos']
saveur360,"['chilli paneer', 'paneer', 'mexican rice']"
by-the-way-vijay-nagar,"['tikka', 'mutton', 'paneer', 'biryani', 'cake', 'chicken']"
bubby-fish-chicken-corner-ina-colony,"['fish', 'mutton', 'chicken']"
smokehouse-skewers-ulubari,"['white sauce', 'chicken', 'sandwich', 'chicken sandwich']"
pizza-mia-panaji,"['tikka', 'salad', 'pasta', 'chicken', 'pizzas', 'chicken pizza']"
hitbhuk-mitbhuk-bapu-nagar,"['pasta', 'sandwich']"
mcdonalds-park-street-area,"['allo', 'fish', 'paneer', 'mayonnaise', 'chicken', 'chicken pizza', 'chicken nuggets']"
banana-leaf-lake-market-area,"['appam', 'sambar', 'paneer', 'coffeee', 'sambhar', 'curd', 'chicken', 'chutney']"
martins-corner-betalbatim,"['fish curry', 'fish', 'chicken', 'bati']"
lazeez-vadiwadi,['chicken']
monu-kulcha-hut-ranjit-avenue,['paneer']
chung-fa-zoo-tiniali,"['chilli chicken', 'chicken']"
nawabi-kebab-junction-college-road,['chicken']
cha-bar-park-street-area,"['sandwich', 'fish', 'coffeee', 'cookie', 'cake', 'chicken']"
gams-delicacy-restaurant-ganeshguri,"['fish', 'mutton', 'chicken']"
hao-hao-balmatta,"['chicken', 'momos']"
uzzuri-deli-janpath-new-delhi,"['lamb', 'sandwich', 'salad', 'allo', 'fish', 'paneer', 'coffeee', 'pasta', 'cake', 'fish curry', 'chicken', 'pizzas', 'chicken sandwich', 'eggs']"
eleven-siripuram-vizag,"['chicken', 'biryani']"
jus-t-cafe-restaurant-edappally,"['pasta', 'chicken', 'sandwich', 'kebab']"
central-perk-7-baner,"['omelette', 'chicken', 'fish', 'coffeee', 'chicken shawarm']"
kfc-maharana-pratap-nagar,['chicken']
pune-baking-company-jw-marriott-pune-senapati-bapat-road,"['cake', 'sandwich', 'coffeee']"
that-place-navrangpura,"['lamb', 'sandwich', 'salad', 'allo', 'pasta', 'chicken']"
kaloreez-siripuram-vizag,['sandwich']
sree-annapoorna-rs-puram,"['appam', 'sambar', 'sambhar', 'coffeee', 'wheat halwa', 'stew']"
l-14-renaissance-lucknow-hotel-gomti-nagar,"['salad', 'kebab', 'fish', 'paneer', 'spaghetti bolognese', 'chicken']"
shree-vineeths-kharabela-nagar-bhubaneshwar,"['cake', 'chutney', 'sambar']"
shahi-grill-peelamedu,['chicken']
ritz-classic-1-panaji,"['mutton', 'salad', 'fish', 'pudding', 'fish curry', 'chicken', 'prawn curry']"
srinidhi-ammayi-veedu-pot-cook-gandhipuram,"['chicken', 'mutton']"
ram-babu-parathe-wale-sikandra,"['pasta', 'the filling']"
route-66-panaji,"['cake', 'pizzas']"
dewsis-civil-lines,"['chicken', 'mutton']"
mystery-kitchen-chandigarh-industrial-area,"['chicken', 'kebab', 'chicken roll']"
the-breakfast-story-pratap-nagar,"['chicken curry', 'sandwich', 'cake', 'misal pav', 'chicken sandwich', 'chicken']"
the-mughal-room-hotel-clarks-shiraz-agra-cantt,"['gravy', 'kebab', 'chicken biryani', 'biryani', 'cake', 'chicken', 'kebabs']"
el-chico-1-civil-lines,"['chicken', 'chicken soup']"
the-fatty-bao-asian-gastro-bar-indiranagar,['salad']
cafe-terazza-vijay-nagar,['pasta']
letsgobananas,"['chicken', 'eggs']"
mezzaluna-gokulam,"['chilli chicken', 'chicken']"
the-brew-room-mylapore,['coffeee']
indian-coffee-house-sadar,"['coffeee', 'sambar']"
coffee-culture-vadiwadi,['coffeee']
walk-in-woods-ballupur,"['chicken', 'gravy']"
eclaire-banjara-hills,['cake']
balwant-singhs-eating-house-bhawanipur,"['makki ki roti', 'tikka', 'sandwich', 'paneer', 'chutney', 'curd', 'shahi paneer', 'chicken', 'khasta kachori']"
the-green-path-forgotten-food-malleshwaram,['pizzas']
the-yellow-chilli-ranjit-avenue,"['chilli chicken', 'chicken']"
